,file,artist,title,lyrics
6372,TRAXTAU128F930A7EF.h5,Mithotyn,Let Thy Ale Swing,"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld"" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
6373,TRAMSGC12903CF9375.h5,Little Brother,Second Chances feat. Bilal & Darien Brockington,
6374,TRALBGP12903CD2C2A.h5,Al Duvall,Dark Inside,
6375,TRATVHH12903D02556.h5,Murskahumppa,Mikä mun päässä nykii,
6376,TRAYUTE12903CE525F.h5,Juan Diego Flórez / Orquesta Sinfónica de Madrid / Jesús López-Cobos,Vos plaintes_ vos regrets_ augmentent mon supplice,
6377,TRAYWVN128F42B972B.h5,Terry Callier,Holdin' On,
6378,TRAJVOJ128F93135D3.h5,Gene Chandler,Rainbow '65 (part 2) - Live,
6379,TRACADA128F92EFB0E.h5,Ray Kane,Wa'ahila (Instrumental - Bonus Track),
6380,TRACPEU128F426EB1F.h5,Sonny Terry & Brownie McGhee,Be Good To Me,
6381,TRAUIYH128E078DA2F.h5,Jake Hess,So Many Reasons,
6382,TRAYUKR128F9344BB4.h5,Leningrad Cowboys,Ulan Bator Girls,"Ulan Bator girls
Ulan Bator girls
Ulan Bator girls
Stuck in a rocket over Mongolia what are we doing up here
When we could be in Ulan Bator dancing and drinking beer
Grande Fiesta
Grande Fiesta
Senoritas
And a silver moon
Ulan Bator girls
Ulan Bator girls
There's only one thing on earth I miss, oh, I want it so
Ruby red lips, and a hot kiss. To Ulan Bator, hey let's go
Grande Fiesta
Grande Fiesta
Senoritas
And a silver moon"
6383,TRAJJZZ128F930B88C.h5,Rocker-T,One Million Matches,
6384,TRAMGSK128F1473A5B.h5,The Rascals,I'm So Happy Now (Single Version),"I used to be a fool
And think that life was cruel and full of hate
But now I see
Things are not so bad (things are not so bad)
If only I had had someone to hold my hand like you
I'd do it then

I'm so happy now
You changed my life somehow
I'm so happy now

And now that I am free
From all that misery and I can smile again
'Cause you
Came into my life (came into my life)
Said you'd be my wife and made me realize that life
Is wonderful

And
I'm so happy now
You changed my life somehow
I'm so happy now

I'm so happy now
You changed my life somehow
I'm so happy now

I'm so happy now
You changed my life somehow
I'm so happy now"
6385,TRATDTH128F4263AAD.h5,Roy Buchanan,Hey Joe,"Hey Joe.
Where you goin' with that gun in your hand?
Hey Joe.
I said where you goin' with that gun in your hand?

I'm goin' down to shoot my old lady.
You know I caught her messin' round with another man. 
Yeah.
I'm goin' down to shoot my old lady.
You know I caught her messin' around with another man. 
Huh. And that ain't too cool. 

Uh Hey Joe. 
I heard you shot your woman down, shot her down now.
Hey Joe.
I heard you shot your old lady down, shot her down in the ground. 
Yeah.

Yes I did, I shot her.
You know I caught her messin' round, messin' round town.
Yes I did, I shot her.
You know I caught my old lady messin' round town.
And I gave her the gun.
I shot her!

Alright. Shoot her one more time for me.

Yeah! Aww, Mmm.

Alright.

Hey Joe I said uh, 
Where you gonna run to now? Where you gonna run to?
Hey Joe I said, 
Where you gonna run to now? 
Where ya, where you gonna go?

Well dig, I'm goin' way down South.
Way down Mexico way.
Alright.
I'm goin' way down South.
Way down where I could be free!

Ain't no one gonna find me.
Ain't no hangman gonna, 
He ain't gonna put a rope around me!
You better believe it right now! 
I gotta go now.

Hey, hey, Joe!
You better run on down.
Good bye everybody!
Hey, Hey, Joe."
6386,TRAMGJJ128F421487E.h5,Lionel Richie,In My Dreams,"Dance for the world, Dance for the world

People it's time now, Something's got to change
People, We no longer can live in pain

We've got to find the truth, We've got to know where it is
'Cause we stand here together, Fighting year after year

We're lost in our search, We've been longing to find
We can't hold back no longer, 'Cause we're running out of time

Dance for the world
Dance for the world
Dance for the world
Dance for the world

People, my people, We've gone too far, It's time now
To find out just who we really are

I know you're weary, Your hearts full of fear
I see the hope inside you, Behind all the tears

Dance for the world
Dance for the world
Dance for the world
Dance for the world

If we could all just love one another,
We would see there is nothing more important
Or greater than love for the people

I would dance for the world, I would sing for the world
I would pray for the world, People dance for the world"
6387,TRAAADZ128F9348C2E.h5,Sonora Santanera,Amor De Cabaret,
6388,TRAXBYL128F92DA505.h5,Hatiras,Final Flash,
6389,TRAZZYK128F145E683.h5,Isabelle Adjani,Entre Autre Pas En Traître,
6390,TRAXQTH128F423995E.h5,La Charanga Rubalcaba,Los Pintores,
6391,TRAPSMC128F42BC76A.h5,Vanessa Bell Armstrong,Wonderful One,
6392,TRANNDV128F427FDD8.h5,Malefaction,Drowning In Public Approval,"Encourage friendships and break the atmosphere
You're living no interest, depressed by isolation
Have you found your voice?
The great demoralization of the land theu thought we knew
Self-disclosure/self-perception
Are we reading the signals?
They thought we knew
Can this change?"
6393,TRAWPFY128F428A9CD.h5,Bad Religion,Epiphany,"A new age of reason, brains treason to trick the mind
What good is searching if nothing's there to find?
We arrive at this place of no return, my brothers
Only to discover that our minds have led us away so far from the painful truth of who we are

What's right is wrong, what's come has gone, what's clear and pure is not so sure
It came to me
All promises become a lie, all that's benign corrupts in time
The fallacy of epiphany

Come forth, bear witness, see the profit from your loss
Beg for forgiveness only after you tally the cost
We arrive at this place of no return, my sisters
Only to discover that our values ran us aground on the shore, in the sea of what we could be

What's right is wrong, what's come has gone, what's clear and pure is not so sure
It came to me
All promises become a lie, all that's benign corrupts in time
The fallacy of epiphany

If it's real to me, do I have to prove it to you?
Why do revelations fade to cold blue untruths?
It's oh so relative
Subservient in total to one's perspective

What's right is wrong, what's come has gone, what's clear and pure is not so sure
It came to me
All promises become a lie, all that's benign corrupts in time
The fallacy of epiphany

Always failing me"
6394,TRAECBR128F429F8C0.h5,Britney Spears,Everytime,"Notice me, take my hand 
Why are we strangers when 
Our love is strong 
Why carry on without me? 

Every time I try to fly, I fall 
Without my wings, I feel so small 
I guess I need you, baby 
And every time I see you in my dreams 
I see your face, it's haunting me 
I guess I need you, baby 

I make believe that you are here 
It's the only way I see clear 
What have I done? 
You seem to move on easy 

And every time I try to fly, I fall 
Without my wings, I feel so small 
I guess I need you, baby 
And every time I see you in my dreams 
I see your face, you're haunting me 
I guess I need you, baby 

I may have made it rain 
Please forgive me 
My weakness caused you pain 
And this song's my sorry 

At night, I pray 
That soon your face will fade away 

And every time I try to fly, I fall 
Without my wings, I feel so small 
I guess I need you, baby 
And every time I see you in my dreams 
I see your face, you're haunting me 
I guess I need you, baby"
6395,TRAUZFR128F93381F4.h5,Sivuca,Copacabana,
6396,TRAOXXM128F932FC70.h5,Alicia Keys,Heartburn,"Yeah, come on. Timbo, A. Keys, let's go!

Let me tell you something
Tell you how I feel
When he comes around
I get to feelin' ill
It's an achy feeling
Inside my chest
It's like I'm goin' into cardiac arrest

Adrenaline rushin' in my body
All my power I just can't fight it
No matter how I keep on tryin'
I can't deny I got this

Heartburn
Burnin' in my soul
Heartburn
Call the fire department
Heartburn
It's out of control
Heartburn

You got me trippin', slippin'
Gettin' beside myself
I tried some medication
But don't nothin' help
So I say ""Doctor, doctor,
Tell me will I die?""
And he said,
""Count to 5 Alicia""
And I'm gonna be all right
Let's go! 1, 2, 3, 4

Bridge and Chorus

Tastes so good I can't resist
Getting harder to digest
Can't take no more
Gotta shake it off
Now break it down
And take it to the ground with me now
Everybody say oh!


Shake it, shake it, shake it off
Go 'head girl
Shake it, shake it, shake it off
Ooh"
6397,TRAZEBG128F1456D2E.h5,MxPx,You Found Me,"Thought that I was- was a goner
Everyone had written my life off
Dreamed about better days
And hoped that I could make it happen somehow
Someone please -please help me
I'm dying from the inside out
Come to find out God loves me
Come to find out I was not alone

You found me
You found me
You found me...

Regeneration, a new sensation
The rebuilding of my broken heart
I've put my faith into action
I've got a clean, a brand new start
The more I seek, the more I find you
It seems the wonders never cease
How can I ever re-pay you
Help me Lord to see just what you say

You found me
You found me
You found me...

Empty dreams, hollow schemes
Don't get trapped into the things of this world
You'll find out like I found out
That won't fill your life no!
Come and see what I see man I'll tell you there's no other way
You want life? real life? then let Jesus find you like he found me.

You found me
You found me
You found me..."
6398,TRABHBA128F424CF80.h5,Taint,Hex Breaker,"So sick of your agenda
All your double-speak's the same
No fear or forgiveness
Incest stagnates

A 'who's who', and ""What do you do?""
Measured by the book
Led by the nose and libido
Never an honest look

Race ahead at the back of the line
Fail to see what you signify
Yes I can piss up the wall higher than you
And I won't but the face on that you want me to

So the witches of this industry
Hollered up to Satan, ""Please free me!""
Ice-queen libido
Hair of snakes
It's time to question all the choices that you made

We lay claim - Masters
We lay claim - Masters
We say fame - Bastards
We say fame - Bastards

We lay claim - Masters
We lay claim - Masters
We say fame - Bastards
We say fame - Bastards"
6399,TRAEIIO128F92E08FD.h5,Wednesday 13's Frankenstein Drag Queens From Planet 13,Hit And Rape (Album Version),
6400,TRAGUSI128F42668FD.h5,Lee Michaels,My Lady,
6401,TRAVQPL128F9308D97.h5,Uriah Heep,Son Of A Bitch,"He's the son of the bitch
He's the son of a fool
Sign of the times
No exception he's the rule
He's down on his luck
He's down on his knees
Cut really deep
He knows how to bleed

He's the son of the dog
You'll see him run with the pack
He won't look you in the eyes
He'll stab you in the back
The son of the dog
Only runs with the pack
He'll take your life
He won't look back

Son of a - he's a son of a bitch
He's a son of a -
He's a son of a bitch

Hear the woman of the streets
She never learned how to cry
She'll spread her wings
She'll never fly
Woman of the night
She hangs like a bat
She'll scratch at your eyes
Fight like a cat


Hear the lost, hear the lonely
Hear the fool, that won't get to see
Hear the lost, hear the lonely
And don't, don't pity me

Son of the bitch
He's a son of a -
Oh, the son of a bitch

He's the son of the poor
The son of the rich
The son of the dog
The son of the bitch
Woman of the night
Hangs like a bat
She'll scratch at your eyes
She fights like a cat

He's the son of the bitch
He's the son of a fool
A sign of the times
No exception he's the rule
Down on his luck
Down on his knees
Cut really deep
So he knows how to bleed

He's a sign of the times
He's the son of a -
Son of a ... bitch
The son of a bitch"
6402,TRADJHU128F425459F.h5,Novembre,Triesteitaliana,"There at the borders
Cold and rigid guardians dressed of no life

We run and run in circles
Till the world stops spinning round
(Run in circles, and the world as we know it, spins in silence)

Till remaining breathless, panting
Overwhelmed by laughter

Starry skies of stains
Ultimately sorry
Uneducated random strokes of pain

It's a chain going backwards through the veins
Must sew up this wound and run away

I can feel their strength
Through crooked-lightning desert pathways

Run and run and run the pathways
Branching off through time
Two lone-wolves shared
The utmost silence of the time
(Run, run the pathways as you share
The uttermost of silence)

Trieste Italiana - Trieste Italiana"
